Gene stable ID,Gene stable ID version,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene name,Mouse gene stable ID,Mouse gene name,Mouse chromosome/scaffold name,Mouse chromosome/scaffold start (bp),Mouse chromosome/scaffold end (bp),Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Whole-genome alignment coverage
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094303,AC165294.1,JH584297.1,19740,22248,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000059218,Gm13084,4,143809245,143816093,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000066031,Gm13023,4,143789352,143795575,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000041805,Pramel1,4,143394428,143400160,ortholog_many2many,0,3.50
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000079423,Gm3286,5,95510758,95522953,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096066,Gm10424,5,95268493,95272768,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096728,AC140325.4,GL456354.1,158543,161339,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000072821,Gm6351,5,94076385,94080997,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096154,Gm13057,4,143551709,143558234,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000070616,Gm13040,4,143535954,143542471,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095505,AC164084.1,JH584296.1,195181,197903,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000091585,AC140365.1,JH584299.1,716296,720517,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000092166,Gm7942,5,95106704,95111158,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000072813,E330014E10Rik,5,95775990,95804708,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000078625,Gm12789,4,101986626,101990053,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094337,Gm3286,GL456354.1,82993,86051,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000107392,Gm7792,5,93843776,93856107,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096742,Gm6367,5,94988626,95026536,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096139,Gm7978,5,95731789,95736173,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000079424,Gm3259,5,95305911,95343917,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096276,Gm2042,12,87954080,87960683,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000029451,Gm13103,4,143846497,143853637,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000073497,AA792892,5,94339749,94385079,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000078512,Pramef6,4,143894237,143900380,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095996,Gm16513,5,95182624,95195342,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000078509,Pramef17,4,143991119,143994369,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000070619,Gm13119,4,144357942,144364419,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000066030,Oog2,4,144190719,144196934,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000050810,Oog3,4,144157557,144162663,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000070617,Gm13089,4,143696500,143702711,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000073721,Pramef20,4,144372760,144377933,ortholog_many2many,0,96.15
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096576,Oog1,12,87602688,87608850,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000078510,Gm13101,4,143964518,143966950,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096259,Gm3106,5,94218005,94222010,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000028591,Pramef12,4,144391674,144408464,ortholog_many2many,0,4.04
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096230,Gm16429,5,93924777,93929052,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095409,Gm13043,4,143511343,143517831,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094474,AC123873.2,JH584299.1,173050,176134,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000073724,Pramel4,4,144059126,144069327,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095763,AC124606.2,JH584299.1,806210,809281,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000046262,C87977,4,144206775,144213318,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000074011,Gm7682,5,94445784,94448653,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096756,AC165294.3,JH584297.1,108318,111392,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000072822,BC061212,5,94066151,94070545,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000046133,C130073F10Rik,4,101890020,101893789,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094383,AC123873.1,JH584299.1,90482,93220,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094791,AC126035.1,JH584299.1,314841,317584,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000070618,BC080695,4,143551700,143573798,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000078508,Gm13128,4,144330249,144333465,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000047799,Oog4,4,143437164,143450324,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000025839,Pramel7,2,87489087,87497093,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000046862,Pramef8,4,143412426,143421091,ortholog_many2many,0,9.15
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000078511,Pramef25,4,143948580,143951016,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000070686,C87414,5,93634993,93671551,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094741,AC140325.2,GL456354.1,6366,8939,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095570,AC140325.3,GL456354.1,146926,149659,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000078626,Gm12790,4,101967453,101981049,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094172,AC163611.1,JH584299.1,562161,564894,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094836,AC123873.3,JH584299.1,4975,7356,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000073723,Gm13102,4,144106474,144110101,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096680,AC164084.3,JH584296.1,130715,133448,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095475,AC133095.2,JH584299.1,910289,913083,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094195,Gm6509,5,94623979,94626848,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000066027,Gm10436,12,88175589,88182108,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000074720,AC140325.1,GL456354.1,25923,27230,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096044,Gm16427,5,93481829,93540200,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096236,AC165294.2,JH584297.1,31101,33667,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000046435,Gm13078,4,143719455,143729158,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000078513,Gm13088,4,143653760,143657246,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000035201,B020004J07Rik,4,101834969,101844023,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095076,AC125178.2,JH584298.1,179693,182203,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095074,Gm3139,5,94526287,94546423,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000038330,C87499,4,88627320,88634411,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000036749,Pramel5,4,144270633,144280488,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000070677,D5Ertd577e,5,95456806,95485587,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000037028,Gm12800,4,101909121,101911908,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094560,A430089I19Rik,5,94302519,94306796,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000025838,Pramel6,2,87506565,87510872,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000072814,Gm7982,5,95742014,95746617,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000070890,Gm12794,4,101940407,101943183,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000092073,Gm6205,5,94648382,94686353,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000066688,Gm13083,4,143615003,143618595,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095954,Gm3183,5,94865436,94885388,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094722,AC125178.1,JH584298.1,90528,93623,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094043,Gm7971,5,95590599,95594875,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094855,AC133095.1,JH584299.1,921942,924675,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095718,Gm6502,5,94314435,94317255,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095666,AC164084.2,JH584296.1,41338,44417,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095503,Gm3147,5,94612069,94616342,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094887,AC163611.2,JH584299.1,587624,625594,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000096550,Gm16367,JH584299.1,477246,480331,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095523,AC124606.1,JH584299.1,837364,840451,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000095728,AC125178.3,JH584298.1,168268,170838,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000094303,AC165294.1,JH584297.1,19740,22248,ortholog_many2many,0,0.00
ENSG00000116721,ENSG00000116721.9,12791397,12796628,1,PRAMEF1,ENSMUSG00000059218,Gm13084,4,143809245,143816093,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000066031,Gm13023,4,143789352,143795575,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000041805,Pramel1,4,143394428,143400160,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000079423,Gm3286,5,95510758,95522953,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096066,Gm10424,5,95268493,95272768,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096728,AC140325.4,GL456354.1,158543,161339,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000072821,Gm6351,5,94076385,94080997,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096154,Gm13057,4,143551709,143558234,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000070616,Gm13040,4,143535954,143542471,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000095505,AC164084.1,JH584296.1,195181,197903,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000091585,AC140365.1,JH584299.1,716296,720517,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000092166,Gm7942,5,95106704,95111158,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000072813,E330014E10Rik,5,95775990,95804708,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000078625,Gm12789,4,101986626,101990053,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000094337,Gm3286,GL456354.1,82993,86051,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000107392,Gm7792,5,93843776,93856107,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096742,Gm6367,5,94988626,95026536,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096139,Gm7978,5,95731789,95736173,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000079424,Gm3259,5,95305911,95343917,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096276,Gm2042,12,87954080,87960683,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000029451,Gm13103,4,143846497,143853637,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000073497,AA792892,5,94339749,94385079,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000078512,Pramef6,4,143894237,143900380,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000095996,Gm16513,5,95182624,95195342,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000078509,Pramef17,4,143991119,143994369,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000070619,Gm13119,4,144357942,144364419,ortholog_many2many,0,92.29
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000066030,Oog2,4,144190719,144196934,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000050810,Oog3,4,144157557,144162663,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000070617,Gm13089,4,143696500,143702711,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000073721,Pramef20,4,144372760,144377933,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096576,Oog1,12,87602688,87608850,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000078510,Gm13101,4,143964518,143966950,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096259,Gm3106,5,94218005,94222010,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000028591,Pramef12,4,144391674,144408464,ortholog_many2many,0,10.19
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096230,Gm16429,5,93924777,93929052,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000095409,Gm13043,4,143511343,143517831,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000094474,AC123873.2,JH584299.1,173050,176134,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000073724,Pramel4,4,144059126,144069327,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000095763,AC124606.2,JH584299.1,806210,809281,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000046262,C87977,4,144206775,144213318,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000074011,Gm7682,5,94445784,94448653,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096756,AC165294.3,JH584297.1,108318,111392,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000072822,BC061212,5,94066151,94070545,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000046133,C130073F10Rik,4,101890020,101893789,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000094383,AC123873.1,JH584299.1,90482,93220,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000094791,AC126035.1,JH584299.1,314841,317584,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000070618,BC080695,4,143551700,143573798,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000078508,Gm13128,4,144330249,144333465,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000047799,Oog4,4,143437164,143450324,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000025839,Pramel7,2,87489087,87497093,ortholog_many2many,0,2.24
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000046862,Pramef8,4,143412426,143421091,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000078511,Pramef25,4,143948580,143951016,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000070686,C87414,5,93634993,93671551,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000094741,AC140325.2,GL456354.1,6366,8939,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000095570,AC140325.3,GL456354.1,146926,149659,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000078626,Gm12790,4,101967453,101981049,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000094172,AC163611.1,JH584299.1,562161,564894,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000094836,AC123873.3,JH584299.1,4975,7356,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000073723,Gm13102,4,144106474,144110101,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000096680,AC164084.3,JH584296.1,130715,133448,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000095475,AC133095.2,JH584299.1,910289,913083,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000094195,Gm6509,5,94623979,94626848,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000066027,Gm10436,12,88175589,88182108,ortholog_many2many,0,0.00
ENSG00000239810,ENSG00000239810.3,12824605,12831410,1,PRAMEF11,ENSMUSG00000074720,AC140325.1,GL456354.1,25923,27230,ortholog_many2many,0,0.00
